"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Total number of incomplete pathways"
"2533","Q37","5P9","WEST KENT PCT","IP330","Dermatology",215,166,144,117,128,106,64,47,37,36,35,16,20,11,7,8,1,3,5,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1174
"2534","Q37","5P9","WEST KENT PCT","IP340","Thoracic Medicine",56,66,69,56,36,30,25,36,8,12,12,11,13,7,6,1,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
"2535","Q37","5P9","WEST KENT PCT","IP400","Neurology",48,85,79,74,83,82,79,66,50,32,45,27,20,20,11,5,10,9,6,5,0,0,1,2,3,2,2,3,1,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,3,863
"2536","Q37","5P9","WEST KENT PCT","IP410","Rheumatology",72,92,102,81,77,63,54,37,27,43,24,16,12,8,7,6,2,1,3,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735
"2537","Q37","5P9","WEST KENT PCT","IP430","Geriatric Medicine",45,46,31,28,28,14,15,13,10,11,9,8,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
"2538","Q37","5P9","WEST KENT PCT","IP502","Gynaecology",210,284,276,234,156,173,141,123,63,98,89,87,70,63,51,29,22,11,3,7,7,3,3,1,6,3,5,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,2233
"2539","Q37","5P9","WEST KENT PCT","IP999","Total",3179,3714,3389,2953,2586,2483,2032,1726,1171,1375,1173,1149,915,783,580,508,408,321,155,144,108,60,44,62,86,72,73,40,36,46,26,26,27,15,25,17,14,11,17,11,16,13,11,8,11,7,15,10,10,9,10,10,98,31788
"2540","Q37","5P9","WEST KENT PCT","IPX01","Other",466,437,425,298,294,261,180,143,99,134,80,78,57,64,52,36,43,37,12,7,15,2,2,5,6,7,11,5,7,8,2,0,2,0,3,2,1,0,1,0,2,2,3,0,1,0,3,0,2,0,1,2,11,3309
"2541","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP100","General Surgery",417,441,336,298,311,251,210,124,120,111,99,120,101,84,55,66,53,32,14,21,9,10,5,6,2,6,4,13,4,7,2,9,3,8,3,2,4,2,3,1,1,3,4,0,3,0,1,1,4,2,5,2,18,3411
"2542","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP101","Urology",166,204,183,150,126,146,98,73,45,61,62,35,35,47,26,27,19,10,9,6,7,5,6,4,11,8,6,10,3,5,7,4,5,5,3,1,0,2,0,0,1,1,1,5,5,1,0,0,1,1,2,1,13,1652
"2543","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP110","Trauma & Orthopaedics",397,504,527,432,425,432,354,280,268,255,229,231,180,176,131,108,119,78,53,41,23,18,24,26,20,22,17,28,16,17,11,8,9,9,9,7,6,9,5,5,5,4,5,0,4,6,4,5,1,3,3,3,51,5603
"2544","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP120","ENT",322,363,321,289,300,295,269,183,109,119,134,95,66,76,40,29,24,18,11,12,6,4,4,8,9,6,13,9,3,4,2,3,5,1,4,5,0,1,0,3,2,0,0,5,1,1,2,0,0,0,2,0,17,3195
"2545","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP130","Ophthalmology",403,498,573,512,480,508,418,350,297,340,313,269,174,152,155,130,88,49,41,38,29,13,19,19,23,26,12,19,18,11,5,9,10,6,8,3,2,5,2,3,2,3,1,1,2,0,1,1,0,1,0,0,20,6062
"2546","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP140","Oral Surgery",136,213,171,191,175,201,160,211,127,204,182,135,82,74,37,47,24,13,19,10,6,2,1,9,4,10,1,5,4,5,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2470
"2547","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP150","Neurosurgery",8,18,11,11,13,5,11,8,7,6,3,7,7,4,1,5,1,1,3,2,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,141
"2548","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP160","Plastic Surgery",24,26,14,13,20,17,7,14,15,9,6,15,7,15,1,5,5,2,2,3,2,1,0,0,0,0,1,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,233
"2549","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP170","Cardiothoracic Surgery",0,1,0,0,0,0,2,2,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2550","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP300","General Medicine",143,156,140,112,133,109,88,81,64,65,75,53,42,19,19,24,8,6,8,14,7,1,0,3,0,1,4,3,0,3,1,2,0,0,0,1,1,3,0,0,1,0,0,0,1,1,0,1,0,2,0,1,8,1404
"2551","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP301","Gastroenterology",19,24,23,24,25,24,16,13,10,10,10,15,7,1,2,5,6,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,3,2,252
"2552","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP320","Cardiology",127,163,176,138,114,130,124,75,54,51,42,39,24,30,18,18,14,8,3,4,7,1,1,2,1,5,2,3,2,2,0,1,0,2,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,4,1392
"2553","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP330","Dermatology",340,324,280,220,234,251,169,91,68,120,83,47,37,35,16,14,8,11,5,10,7,0,3,3,1,6,3,0,3,2,3,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,6,2407
"2554","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP340","Thoracic Medicine",94,95,71,58,65,51,47,23,19,27,21,16,14,17,7,11,19,8,8,16,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,698
"2555","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP400","Neurology",113,110,114,88,110,108,97,84,77,84,65,51,21,11,20,8,9,7,10,5,8,7,2,2,4,3,4,2,2,1,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,3,1237
"2556","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP410","Rheumatology",85,88,97,85,100,72,89,45,57,67,43,41,14,14,14,4,5,4,4,2,0,1,2,2,2,4,0,2,1,3,2,1,2,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,960
"2557","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP430","Geriatric Medicine",70,80,75,44,64,58,46,27,41,49,51,14,5,9,5,8,4,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664
"2558","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP502","Gynaecology",279,267,277,225,244,197,190,137,124,126,130,102,82,80,60,56,49,32,30,23,21,7,8,11,9,16,11,3,5,7,3,5,8,2,7,0,3,1,1,1,2,2,3,2,3,0,0,2,2,1,0,0,15,2871
"2559","Q37","5QA","EASTERN AND COASTAL KENT PCT","IP999","Total",3591,4122,3909,3291,3369,3224,2667,2049,1762,1936,1779,1502,1041,979,704,639,539,342,271,239,155,79,83,110,90,123,84,109,69,74,43,47,48,48,44,28,19,29,20,21,16,18,19,16,21,13,11,14,9,12,14,13,208,39662
"2560","Q37","5QA","EASTERN AND COASTAL KENT PCT","IPX01","Other",448,547,520,401,430,369,272,228,260,231,229,217,142,135,97,74,83,54,49,30,16,7,6,14,4,6,6,11,6,2,6,4,4,11,7,5,1,2,6,4,0,3,4,1,0,3,1,1,0,0,0,2,40,4999
"2561","Q38","5CQ","MILTON KEYNES PCT","IP100","General Surgery",80,124,83,56,46,42,40,36,32,35,32,26,31,14,20,26,14,13,8,10,7,0,3,2,4,6,0,3,5,0,4,1,1,1,1,2,2,3,2,1,1,4,1,2,3,2,1,0,2,1,2,1,2,838
"2562","Q38","5CQ","MILTON KEYNES PCT","IP101","Urology",42,63,58,56,34,48,35,30,16,24,16,19,23,9,16,12,8,7,5,3,6,4,1,2,3,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,552
"2563","Q38","5CQ","MILTON KEYNES PCT","IP110","Trauma & Orthopaedics",69,118,135,77,58,103,55,75,60,81,69,58,52,47,34,28,44,28,18,14,8,3,6,6,13,9,7,10,9,8,1,7,2,2,5,0,4,0,2,2,2,1,6,3,1,1,6,5,2,5,2,0,3,1364
"2564","Q38","5CQ","MILTON KEYNES PCT","IP120","ENT",61,92,80,80,51,74,64,46,24,16,21,26,14,21,12,14,11,12,5,4,5,3,0,2,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,750
"2565","Q38","5CQ","MILTON KEYNES PCT","IP130","Ophthalmology",100,146,140,147,92,93,99,92,40,43,33,26,36,29,30,13,19,12,3,4,5,1,1,7,6,7,3,2,3,0,1,1,2,1,0,2,2,2,1,1,4,3,1,1,1,1,0,0,0,2,0,0,3,1261
"2566","Q38","5CQ","MILTON KEYNES PCT","IP140","Oral Surgery",21,41,31,23,8,12,27,9,18,13,13,8,3,11,1,5,0,4,2,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,261
"2567","Q38","5CQ","MILTON KEYNES PCT","IP150","Neurosurgery",1,9,11,4,9,9,7,5,4,5,2,7,1,2,0,0,0,1,1,2,1,0,0,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90
"2568","Q38","5CQ","MILTON KEYNES PCT","IP160","Plastic Surgery",10,19,12,13,8,13,3,15,6,10,4,9,6,5,6,7,6,4,4,3,3,4,5,2,1,6,4,3,2,0,1,0,2,0,3,2,1,0,2,2,0,1,0,0,0,2,2,0,1,0,0,0,11,223
"2569","Q38","5CQ","MILTON KEYNES PCT","IP170","Cardiothoracic Surgery",2,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"2570","Q38","5CQ","MILTON KEYNES PCT","IP300","General Medicine",35,56,25,17,27,36,25,11,5,4,7,5,5,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,273
"2571","Q38","5CQ","MILTON KEYNES PCT","IP301","Gastroenterology",33,38,28,27,17,27,14,10,2,6,4,2,7,4,4,1,4,4,1,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,252
"2572","Q38","5CQ","MILTON KEYNES PCT","IP320","Cardiology",37,45,54,39,26,37,22,26,17,15,28,24,12,6,7,3,4,3,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,417
"2573","Q38","5CQ","MILTON KEYNES PCT","IP330","Dermatology",75,65,67,80,38,38,21,19,7,5,1,1,2,3,3,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,432
"2574","Q38","5CQ","MILTON KEYNES PCT","IP340","Thoracic Medicine",11,24,12,13,6,2,3,5,3,3,4,3,2,1,1,2,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105
"2575","Q38","5CQ","MILTON KEYNES PCT","IP400","Neurology",39,45,27,42,10,22,32,4,3,1,1,3,7,1,2,1,2,1,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,251
"2576","Q38","5CQ","MILTON KEYNES PCT","IP410","Rheumatology",7,13,7,13,11,12,12,5,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
"2577","Q38","5CQ","MILTON KEYNES PCT","IP430","Geriatric Medicine",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2578","Q38","5CQ","MILTON KEYNES PCT","IP502","Gynaecology",76,84,70,58,36,44,36,30,17,21,29,17,25,10,15,17,11,7,3,6,3,2,1,4,2,2,0,1,3,2,0,1,2,6,0,1,4,2,5,4,4,2,3,1,0,0,0,0,0,0,0,1,0,668
"2579","Q38","5CQ","MILTON KEYNES PCT","IP999","Total",821,1139,999,853,580,748,575,508,323,339,338,286,263,191,164,141,138,107,61,52,43,24,23,32,37,40,22,27,33,17,9,13,10,13,20,9,15,10,12,11,17,13,16,8,6,10,12,6,5,8,4,2,52,9205
"2580","Q38","5CQ","MILTON KEYNES PCT","IPX01","Other",122,156,158,106,102,136,79,89,68,56,70,50,37,25,12,11,8,8,7,2,3,2,5,3,2,3,2,5,3,5,0,0,1,2,6,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,17,1368
"2581","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP100","General Surgery",210,150,107,74,60,57,58,51,26,41,38,24,29,32,24,20,27,18,16,14,4,5,3,2,1,5,6,0,4,6,2,2,1,0,1,0,1,0,1,0,1,0,2,0,0,0,1,1,0,0,1,1,38,1165
"2582","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP101","Urology",59,70,39,42,43,26,25,18,8,21,19,19,14,15,12,8,5,1,4,0,0,0,2,5,2,0,0,0,1,0,4,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,1,1,12,483
"2583","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP110","Trauma & Orthopaedics",202,203,172,140,125,166,105,110,81,81,84,68,65,58,45,47,41,27,25,28,15,10,7,10,14,13,6,8,13,10,7,6,4,2,10,1,3,2,2,4,1,4,2,2,7,0,1,1,2,1,2,1,14,2058
"2584","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP120","ENT",98,82,86,35,56,70,49,47,53,26,24,12,15,13,17,18,14,13,9,12,11,4,7,7,8,3,5,3,1,2,2,3,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,40,850
"2585","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP130","Ophthalmology",150,132,122,109,112,109,83,85,60,62,44,46,27,34,26,24,11,6,3,1,1,1,0,0,0,2,0,1,1,0,1,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,15,1277
"2586","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP140","Oral Surgery",53,45,35,45,54,45,52,54,37,52,44,24,41,30,28,21,23,27,31,13,4,10,27,9,19,14,10,3,2,4,3,1,1,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,10,878
"2587","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP150","Neurosurgery",1,5,0,1,0,5,3,1,1,1,1,1,0,2,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"2588","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP160","Plastic Surgery",11,9,14,4,7,3,3,2,2,2,3,2,3,1,1,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77
"2589","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP170","Cardiothoracic Surgery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2590","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP300","General Medicine",42,23,20,16,11,20,22,19,14,4,2,1,5,0,3,4,2,1,1,3,0,2,0,1,0,1,1,1,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,231
"2591","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP301","Gastroenterology",98,106,54,38,41,32,21,31,24,15,15,9,10,4,7,9,7,6,5,5,3,0,2,3,2,3,6,4,1,4,3,1,0,1,1,2,1,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,13,594
"2592","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP320","Cardiology",35,58,43,36,37,42,27,20,26,18,14,14,13,13,19,8,8,7,3,5,5,2,6,6,4,6,5,3,3,4,2,3,5,1,0,0,0,2,0,0,2,0,0,3,2,3,0,0,3,1,0,0,22,539
"2593","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP330","Dermatology",79,66,61,51,73,61,49,36,43,24,16,17,3,4,2,2,3,3,4,6,1,0,0,1,0,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,615
"2594","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP340","Thoracic Medicine",50,37,34,22,17,15,9,10,4,13,8,4,2,6,5,5,4,3,3,0,2,1,1,2,1,2,2,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,271
"2595","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP400","Neurology",26,23,20,28,33,25,27,19,22,23,16,29,18,5,8,8,3,6,2,0,5,4,3,5,1,3,0,2,1,3,0,1,2,0,2,1,2,1,0,0,3,2,2,0,0,0,0,0,0,1,0,0,1,386
"2596","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP410","Rheumatology",19,26,27,14,19,8,3,1,2,6,8,2,2,6,2,2,1,6,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164
"2597","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP430","Geriatric Medicine",24,30,27,18,21,20,13,7,7,7,1,4,3,3,5,2,0,0,0,2,2,2,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,206
"2598","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP502","Gynaecology",92,79,78,54,59,46,44,42,38,32,19,24,23,24,29,13,14,13,8,5,1,4,3,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,9,768
"2599","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IP999","Total",1393,1288,1049,821,845,840,648,603,489,473,392,318,286,270,241,201,173,149,127,102,58,51,68,58,63,70,50,29,32,38,31,24,16,7,22,7,16,12,11,5,15,11,8,8,11,5,7,9,7,7,4,20,224,11712
"2600","Q38","5FE","PORTSMOUTH CITY TEACHING PCT","IPX01","Other",144,144,110,94,77,90,55,50,41,45,36,18,13,20,7,10,8,10,8,7,4,6,4,2,8,10,6,3,1,3,1,3,2,2,2,0,3,2,2,0,3,2,1,0,1,0,3,2,1,2,0,17,39,1122
"2601","Q38","5L1","SOUTHAMPTON CITY PCT","IP100","General Surgery",88,91,91,66,77,53,57,44,50,48,45,40,40,31,32,24,23,32,7,8,3,4,1,5,2,4,5,5,2,3,3,0,3,3,0,0,1,2,1,0,1,0,0,1,2,0,0,1,0,0,0,0,4,1003
"2602","Q38","5L1","SOUTHAMPTON CITY PCT","IP101","Urology",40,35,32,22,24,28,20,17,21,16,15,21,12,10,9,6,19,6,2,3,2,2,7,7,4,3,3,2,2,2,1,3,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,406
"2603","Q38","5L1","SOUTHAMPTON CITY PCT","IP110","Trauma & Orthopaedics",66,132,117,100,132,113,98,88,112,91,99,99,80,57,58,65,45,56,27,21,16,19,15,15,15,14,12,7,7,7,6,7,10,6,7,5,7,5,1,1,0,3,3,0,2,0,0,0,2,1,1,0,20,1870
"2604","Q38","5L1","SOUTHAMPTON CITY PCT","IP120","ENT",42,51,52,44,52,53,36,27,27,78,48,50,34,45,39,42,24,32,11,9,5,5,3,3,5,5,1,4,3,1,3,1,2,2,1,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,6,853
"2605","Q38","5L1","SOUTHAMPTON CITY PCT","IP130","Ophthalmology",76,128,123,91,143,111,75,74,54,60,60,50,58,27,27,34,24,8,0,5,1,1,1,3,6,1,1,1,2,2,3,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1258
"2606","Q38","5L1","SOUTHAMPTON CITY PCT","IP140","Oral Surgery",32,45,53,51,51,43,27,20,24,13,13,5,5,9,7,2,1,3,0,2,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
"2607","Q38","5L1","SOUTHAMPTON CITY PCT","IP150","Neurosurgery",0,4,9,3,5,3,3,1,6,1,2,2,2,3,0,2,1,1,0,5,0,0,1,3,2,0,0,1,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"2608","Q38","5L1","SOUTHAMPTON CITY PCT","IP160","Plastic Surgery",13,2,2,2,6,3,5,8,1,5,3,0,6,2,2,7,0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
"2609","Q38","5L1","SOUTHAMPTON CITY PCT","IP170","Cardiothoracic Surgery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610","Q38","5L1","SOUTHAMPTON CITY PCT","IP300","General Medicine",29,22,15,18,5,3,3,2,2,3,3,1,4,1,1,1,3,2,1,2,2,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,132
"2611","Q38","5L1","SOUTHAMPTON CITY PCT","IP301","Gastroenterology",29,23,22,17,24,13,15,8,21,7,16,13,9,14,2,8,3,4,5,4,2,1,2,4,3,1,2,1,2,0,2,2,3,0,2,1,0,0,0,2,1,0,1,0,0,0,0,1,2,1,0,0,3,296
"2612","Q38","5L1","SOUTHAMPTON CITY PCT","IP320","Cardiology",92,61,54,31,31,36,25,6,18,15,18,13,13,3,4,8,3,5,2,4,1,0,0,0,1,2,1,2,3,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,463
"2613","Q38","5L1","SOUTHAMPTON CITY PCT","IP330","Dermatology",39,60,39,33,29,30,39,27,23,29,28,16,16,19,13,8,8,14,7,9,4,5,5,4,8,2,2,1,5,0,3,0,5,2,0,0,3,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,543
"2614","Q38","5L1","SOUTHAMPTON CITY PCT","IP340","Thoracic Medicine",19,16,24,5,9,8,8,7,4,3,6,2,1,1,1,1,0,1,0,0,2,1,1,0,1,0,0,1,1,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,130
"2615","Q38","5L1","SOUTHAMPTON CITY PCT","IP400","Neurology",31,33,22,18,29,28,20,23,23,28,22,20,18,8,5,6,6,0,3,9,3,1,2,7,5,5,4,1,7,0,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,398
"2616","Q38","5L1","SOUTHAMPTON CITY PCT","IP410","Rheumatology",12,20,21,7,15,15,9,6,1,8,3,1,5,3,4,1,2,0,1,1,0,2,0,0,0,0,2,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147
"2617","Q38","5L1","SOUTHAMPTON CITY PCT","IP430","Geriatric Medicine",2,3,7,3,0,3,5,3,2,1,2,0,0,1,2,1,1,2,0,4,0,0,0,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"2618","Q38","5L1","SOUTHAMPTON CITY PCT","IP502","Gynaecology",69,58,125,78,59,38,31,30,30,21,29,38,25,33,22,21,19,23,13,7,5,6,2,11,5,8,7,4,3,3,3,4,3,6,4,2,0,1,1,0,1,2,0,0,0,1,2,0,0,0,0,1,3,857
"2619","Q38","5L1","SOUTHAMPTON CITY PCT","IP999","Total",895,1013,999,688,805,709,565,464,473,501,467,414,370,293,242,261,194,211,88,109,50,52,45,74,64,56,48,42,44,30,34,32,33,27,18,12,17,15,5,7,4,12,5,5,10,1,4,5,7,3,2,2,61,10587
"2620","Q38","5L1","SOUTHAMPTON CITY PCT","IPX01","Other",216,229,191,99,114,128,89,73,54,74,55,43,42,26,14,24,12,20,8,14,4,3,5,9,4,10,5,9,5,3,2,4,4,1,1,0,1,2,0,0,0,3,0,3,3,0,0,1,1,0,0,0,18,1626
"2621","Q38","5QC","HAMPSHIRE PCT","IP100","General Surgery",736,561,531,431,439,379,336,292,243,287,284,261,223,204,203,182,179,132,120,87,70,47,33,73,66,45,24,24,22,34,21,14,13,8,9,3,10,14,5,1,3,1,5,4,4,2,2,2,4,1,4,1,76,6755
"2622","Q38","5QC","HAMPSHIRE PCT","IP101","Urology",304,232,248,222,188,157,133,151,117,136,145,119,113,107,104,94,72,66,60,51,32,22,29,30,37,39,18,16,13,14,4,10,11,6,9,5,5,5,10,3,3,6,2,2,5,0,1,1,2,0,4,5,43,3211
"2623","Q38","5QC","HAMPSHIRE PCT","IP110","Trauma & Orthopaedics",1153,865,874,849,751,780,745,607,542,557,570,478,465,380,339,358,330,275,195,196,142,88,95,128,145,107,99,96,84,72,65,39,53,65,31,33,22,42,17,13,17,16,16,11,16,11,9,12,5,12,11,3,93,12977
"2624","Q38","5QC","HAMPSHIRE PCT","IP120","ENT",470,348,341,264,266,243,213,193,149,164,139,154,134,96,101,102,82,64,56,63,41,22,33,21,32,27,18,15,16,9,8,8,6,5,5,4,8,5,0,3,1,0,3,3,3,4,2,1,1,0,1,0,64,4011
